labelAnswer|title|slug|answer|commentAnswer|summary|content|authorEmail|||
A. La membrane cellulaire a une perm&eacute;abilit&eacute; dite s&eacute;lective|2. Concernant la perm&eacute;abilit&eacute; de la membrane cellulaire, indiquez la ou les proposition(s) exacte(s)|UE3T130102|VRAI|||||||
B. Les transports actifs n&eacute;cessitent une d&eacute;pense d'&eacute;nergie de la part de la cellule|2. Concernant la perm&eacute;abilit&eacute; de la membrane cellulaire, indiquez la ou les proposition(s) exacte(s)|UE3T130102|VRAI|B. Dans le transport actif, c'est la cellule qui fait rentrer ou sortir la mol&eacute;cule sans s'aider, voire m&ecirc;me parfois contre, les forces ext&eacute;rieures : c'est donc la cellule qui d&eacute;pense de l'&eacute;nergie pour ce transport||||||
C. L'&eacute;nergie n&eacute;cessaire pour le transport passif est fournie par un m&eacute;canisme membranaire|2. Concernant la perm&eacute;abilit&eacute; de la membrane cellulaire, indiquez la ou les proposition(s) exacte(s)|UE3T130102|FAUX|C. Le transport passif est un transport reposant sur des m&eacute;canismes non-membranaire||||||
D. La concentration pond&eacute;rale correspond au nombre de moles de solut&eacute; par rapport &agrave; la masse de solvant|2. Concernant la perm&eacute;abilit&eacute; de la membrane cellulaire, indiquez la ou les proposition(s) exacte(s)|UE3T130102|FAUX|D. La concentration pond&eacute;rale correspond &agrave; la masse de solut&eacute; par unit&eacute; de volume (la proposition donnait la d&eacute;finition de la molalit&eacute;)||||||
E. La concentration molaire correspond au nombre de moles de solut&eacute; par rapport au volume du solvant|2. Concernant la perm&eacute;abilit&eacute; de la membrane cellulaire, indiquez la ou les proposition(s) exacte(s)|UE3T130102|VRAI|||||||
A. L2.M.T-2|3. Parmi les dimensions suivantes, indiquez celle correspondant &agrave; l'&eacute;nergie :|UE3T130103|VRAI|Pour ce genre de question, le plus simple n'est pas d'apprendre par cœur toutes les dimensions (difficile et surtout gros risque de les confondre) mais plut&ocirc;t d'apprendre &agrave; les retrouver &agrave; partir de formules d&eacute;j&agrave; connues. Ici &eacute;tait demand&eacute; la dimension de l'&eacute;nergie : prenons une formule connue permettant de calculer une &eacute;nergie (comme ici celle de l'&eacute;nergie cin&eacute;tique) et d&eacute;veloppons ses unit&eacute;s jusqu'&agrave; trouver une &eacute;quivalence uniquement avec des unit&eacute;s de bases : E = 1/2 * m.v² E= kg (m/s)² Ne reste plus qu'&agrave; « convertir » ces unit&eacute;s dans leur dimension respective : E =   M.L².T-²||||||
B. M.L-3|3. Parmi les dimensions suivantes, indiquez celle correspondant &agrave; l'&eacute;nergie :|UE3T130103|FAUX|Pour ce genre de question, le plus simple n'est pas d'apprendre par cœur toutes les dimensions (difficile et surtout gros risque de les confondre) mais plut&ocirc;t d'apprendre &agrave; les retrouver &agrave; partir de formules d&eacute;j&agrave; connues. Ici &eacute;tait demand&eacute; la dimension de l'&eacute;nergie : prenons une formule connue permettant de calculer une &eacute;nergie (comme ici celle de l'&eacute;nergie cin&eacute;tique) et d&eacute;veloppons ses unit&eacute;s jusqu'&agrave; trouver une &eacute;quivalence uniquement avec des unit&eacute;s de bases : E = 1/2 * m.v² E= kg (m/s)² Ne reste plus qu'&agrave; « convertir » ces unit&eacute;s dans leur dimension respective : E =   M.L².T-²||||||
C. L.T-2|3. Parmi les dimensions suivantes, indiquez celle correspondant &agrave; l'&eacute;nergie :|UE3T130103|FAUX|Pour ce genre de question, le plus simple n'est pas d'apprendre par cœur toutes les dimensions (difficile et surtout gros risque de les confondre) mais plut&ocirc;t d'apprendre &agrave; les retrouver &agrave; partir de formules d&eacute;j&agrave; connues. Ici &eacute;tait demand&eacute; la dimension de l'&eacute;nergie : prenons une formule connue permettant de calculer une &eacute;nergie (comme ici celle de l'&eacute;nergie cin&eacute;tique) et d&eacute;veloppons ses unit&eacute;s jusqu'&agrave; trouver une &eacute;quivalence uniquement avec des unit&eacute;s de bases : E = 1/2 * m.v² E= kg (m/s)² Ne reste plus qu'&agrave; « convertir » ces unit&eacute;s dans leur dimension respective : E =   M.L².T-²||||||
D. L-1.M.T-2|3. Parmi les dimensions suivantes, indiquez celle correspondant &agrave; l'&eacute;nergie :|UE3T130103|FAUX|Pour ce genre de question, le plus simple n'est pas d'apprendre par cœur toutes les dimensions (difficile et surtout gros risque de les confondre) mais plut&ocirc;t d'apprendre &agrave; les retrouver &agrave; partir de formules d&eacute;j&agrave; connues. Ici &eacute;tait demand&eacute; la dimension de l'&eacute;nergie : prenons une formule connue permettant de calculer une &eacute;nergie (comme ici celle de l'&eacute;nergie cin&eacute;tique) et d&eacute;veloppons ses unit&eacute;s jusqu'&agrave; trouver une &eacute;quivalence uniquement avec des unit&eacute;s de bases : E = 1/2 * m.v² E= kg (m/s)² Ne reste plus qu'&agrave; « convertir » ces unit&eacute;s dans leur dimension respective : E =   M.L².T-²||||||
E. L.M.T-2|3. Parmi les dimensions suivantes, indiquez celle correspondant &agrave; l'&eacute;nergie :|UE3T130103|FAUX|Pour ce genre de question, le plus simple n'est pas d'apprendre par cœur toutes les dimensions (difficile et surtout gros risque de les confondre) mais plut&ocirc;t d'apprendre &agrave; les retrouver &agrave; partir de formules d&eacute;j&agrave; connues. Ici &eacute;tait demand&eacute; la dimension de l'&eacute;nergie : prenons une formule connue permettant de calculer une &eacute;nergie (comme ici celle de l'&eacute;nergie cin&eacute;tique) et d&eacute;veloppons ses unit&eacute;s jusqu'&agrave; trouver une &eacute;quivalence uniquement avec des unit&eacute;s de bases : E = 1/2 * m.v² E= kg (m/s)² Ne reste plus qu'&agrave; « convertir » ces unit&eacute;s dans leur dimension respective : E =   M.L².T-²||||||
A. La d&eacute;finition des grandeurs d&eacute;riv&eacute;es se fait en fonction des grandeurs de base|4. Concernant les grandeurs de base et les grandeurs d&eacute;riv&eacute;es, indiquez la ou les proposition(s) exacte(s) :|UE3T130104|VRAI|A. Prenons en exemple la vitesse : c'est une grandeur d&eacute;riv&eacute;e qui s'exprime en distance par rapport au temps (deux unit&eacute;s de base)||||||
B. Pour une grandeur particuli&egrave;re, on peut utiliser plusieurs unit&eacute;s diff&eacute;rentes|4. Concernant les grandeurs de base et les grandeurs d&eacute;riv&eacute;es, indiquez la ou les proposition(s) exacte(s) :|UE3T130104|VRAI|B. Si on prend encore la vitesse en exemple, elle peut s'exprimer en m.s-1 ou en km.h-1 , etc...||||||
C. Il existe 5 unit&eacute;s de base|4. Concernant les grandeurs de base et les grandeurs d&eacute;riv&eacute;es, indiquez la ou les proposition(s) exacte(s) :|UE3T130104|FAUX|C. Il en existe 7 &agrave; conna&icirc;tre (voir correction du QCM suivant)||||||
D. Il existe un nombre illimit&eacute; de grandeurs d&eacute;riv&eacute;es|4. Concernant les grandeurs de base et les grandeurs d&eacute;riv&eacute;es, indiquez la ou les proposition(s) exacte(s) :|UE3T130104|VRAI|D. N'importe quelle combinaison des 7 grandeurs de base peut former une grandeur d&eacute;riv&eacute;e : leur nombre est donc infini||||||
E. Un grand nombre de grandeurs, leurs noms et symboles recommand&eacute;s sont regroup&eacute;s dans des normes internationales.|4. Concernant les grandeurs de base et les grandeurs d&eacute;riv&eacute;es, indiquez la ou les proposition(s) exacte(s) :|UE3T130104|VRAI|||||||
A. Le Volt (V)|5. Parmi les propositions suivantes, indiquez le ou les &iacute;tem(s) correspondant &agrave; une unit&eacute; de base :|UE3T130105|FAUX|Voici la liste des unit&eacute;s de base : · M&egrave;tre (m) · Kilogramme (kg) · Seconde (s) · Amp&egrave;re (A) · Kelvin (K) · Candela (cd) · Mole (mol)||||||
B. La seconde (s)|5. Parmi les propositions suivantes, indiquez le ou les &iacute;tem(s) correspondant &agrave; une unit&eacute; de base :|UE3T130105|VRAI|Voici la liste des unit&eacute;s de base : · M&egrave;tre (m) · Kilogramme (kg) · Seconde (s) · Amp&egrave;re (A) · Kelvin (K) · Candela (cd) · Mole (mol)||||||
C. L'amp&egrave;re (A)|5. Parmi les propositions suivantes, indiquez le ou les &iacute;tem(s) correspondant &agrave; une unit&eacute; de base :|UE3T130105|VRAI|Voici la liste des unit&eacute;s de base : · M&egrave;tre (m) · Kilogramme (kg) · Seconde (s) · Amp&egrave;re (A) · Kelvin (K) · Candela (cd) · Mole (mol)||||||
D. Le gramme (g)|5. Parmi les propositions suivantes, indiquez le ou les &iacute;tem(s) correspondant &agrave; une unit&eacute; de base :|UE3T130105|FAUX|Voici la liste des unit&eacute;s de base : · M&egrave;tre (m) · Kilogramme (kg) · Seconde (s) · Amp&egrave;re (A) · Kelvin (K) · Candela (cd) · Mole (mol)||||||
E. le kilom&egrave;tre (km)|5. Parmi les propositions suivantes, indiquez le ou les &iacute;tem(s) correspondant &agrave; une unit&eacute; de base :|UE3T130105|FAUX|Voici la liste des unit&eacute;s de base : · M&egrave;tre (m) · Kilogramme (kg) · Seconde (s) · Amp&egrave;re (A) · Kelvin (K) · Candela (cd) · Mole (mol)||||||
A. Le potentiel de Lennard-Jones correspond &agrave; l'&eacute;nergie potentielle d'interaction entre deux mol&eacute;cules de gaz.|6. Concernant le potentiel de Lennard-Jones, indiquez la ou les proposition(s) exacte(s) : (rappel : Ur = - ( A/r^n – B/ r^m ) ou Ur = - U0 [2(r0/r )^6 - (r0 /r )^12 ] )|UE3T130106|VRAI|||||||
B. U0 et r0 sont des constantes positives|6. Concernant le potentiel de Lennard-Jones, indiquez la ou les proposition(s) exacte(s) : (rappel : Ur = - ( A/r^n – B/ r^m ) ou Ur = - U0 [2(r0/r )^6 - (r0 /r )^12 ] )|UE3T130106|VRAI|||||||
C. r correspond &agrave; la distance entre les deux mol&eacute;cules|6. Concernant le potentiel de Lennard-Jones, indiquez la ou les proposition(s) exacte(s) : (rappel : Ur = - ( A/r^n – B/ r^m ) ou Ur = - U0 [2(r0/r )^6 - (r0 /r )^12 ] )|UE3T130106|VRAI|||||||
D. Si r tend vers l'infini, les deux mol&eacute;cules se repoussent|6. Concernant le potentiel de Lennard-Jones, indiquez la ou les proposition(s) exacte(s) : (rappel : Ur = - ( A/r^n – B/ r^m ) ou Ur = - U0 [2(r0/r )^6 - (r0 /r )^12 ] )|UE3T130106|FAUX|D. Regardez bien la seconde formule (il ne faut pas les apprendre par cœur mais les comprendre !) : si r tend vers l'infini, Ur sera n&eacute;gatif =&gt; les deux mol&eacute;cules s'attireront alors (attention au signe – avant U0 !)||||||
E. Si r tend vers 0, les deux mol&eacute;cules s'attirent|6. Concernant le potentiel de Lennard-Jones, indiquez la ou les proposition(s) exacte(s) : (rappel : Ur = - ( A/r^n – B/ r^m ) ou Ur = - U0 [2(r0/r )^6 - (r0 /r )^12 ] )|UE3T130106|FAUX|E. Faux &eacute;galement, c'est l'inverse de l'item D||||||
A. Le passage de l'&eacute;tat solide &agrave; l'&eacute;tat gazeux est la condensation.|7. Concernant les changements de phase, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130107|FAUX|A. Faux, c'est la sublimation (le passage de l'&eacute;tat gazeux &agrave; solide est la condensation)||||||
B. Une solution satur&eacute;e comporte deux phases.|7. Concernant les changements de phase, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130107|VRAI|B. Vrai, une solution satur&eacute;e est compos&eacute;e du solvant (qui est le dispersant) et du solut&eacute; (qui est dispers&eacute;).||||||
C. À la fin de chaque transformation thermodynamique, l'enthalpie du syst&egrave;me &eacute;volue de fa&ccedil;on &agrave; &ecirc;tre maximale.|7. Concernant les changements de phase, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130107|FAUX|C. Faux, l'enthalpie repr&eacute;sente la quantit&eacute; de chaleur mise en jeu et tend &agrave; devenir minimale.||||||
D. Une phase est d&eacute;finie si l'on conna&icirc;t sa temp&eacute;rature et sa pression uniquement.|7. Concernant les changements de phase, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130107|FAUX|D. Faux, il faut &eacute;galement conna&icirc;tre sa composition.||||||
E. L'eau poss&egrave;de un point triple, c'est-&agrave;-dire que l'on peut la trouver sous trois &eacute;tats en m&ecirc;me temps.|7. Concernant les changements de phase, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130107|VRAI|||||||
A. L'&eacute;tat gazeux a un volume propre et une forme propre.|8. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130108|FAUX|A. Faux, dans cet &eacute;tat, la mati&egrave;re occupe tout le volume disponible et n'a donc pas de volume et forme propres.||||||
B. Les mouvements des mol&eacute;cules composant l'&eacute;tat gazeux sont ordonn&eacute;s.|8. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130108|FAUX|B. Faux, les mouvements du gaz sont chaotiques.||||||
C. À l'&eacute;tat liquide, les mol&eacute;cules sont faiblement li&eacute;es, c'est pourquoi cet &eacute;tat est facilement d&eacute;formable.|8. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130108|VRAI|||||||
D. À l'&eacute;tat liquide, plus la viscosit&eacute; est importante, plus celui-ci est difficile &agrave; traverser.|8. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130108|VRAI|D Vrai. Comme la viscosit&eacute; est importante, les mol&eacute;cules sont tr&egrave;s li&eacute;es entre elles, ce qui rend le passage difficile.||||||
E. L'h&eacute;lium II poss&egrave;de une viscosit&eacute; importante, rendant le fluide quasiment infranchissable.|8. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130108|FAUX|E. Faux, l'h&eacute;lium II est un “superfluide” : il ne poss&egrave;de aucune viscosit&eacute;.||||||
A. La mousse correspond &agrave; un liquide emprisonn&eacute; dans une matrice solide.|9. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130109|FAUX|A. Faux, c'est la d&eacute;finition d'un gel.||||||
B. Le verre est un solide amorphe, c'est-&agrave;-dire litt&eacute;ralement qu'il n'a pas de forme.|9. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130109|VRAI|B. Vrai, il n'a pas de forme car ses atomes ne sont pas rang&eacute;s r&eacute;guli&egrave;rement.||||||
C. À l'&eacute;tat solide, les mol&eacute;cules sont fortement li&eacute;es.|9. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130109|VRAI|C. Vrai, l'&eacute;tat solide est caract&eacute;ris&eacute; par l'absence de libert&eacute; entre les mol&eacute;cules ou les ions.||||||
D. L'&eacute;tat solide est caract&eacute;ris&eacute; par une forme et un volume propres.|9. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130109|VRAI|||||||
E. À l'&eacute;tat solide, la temp&eacute;rature augmente la vibration des atomes, ce qui provoque la fusion ou la sublimation du solide.|9. Concernant les &eacute;tats de la mati&egrave;re, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130109|VRAI|E. Vrai, les vibrations rompent les liaisons du solide, provoquant un changement de phase.||||||
A. Un syst&egrave;me thermodynamique est obligatoirement d&eacute;fini par une fronti&egrave;re mat&eacute;rielle.|10. Concernant la thermodynamique, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130110|FAUX|A. Faux, un syst&egrave;me thermodynamique n'est pas forc&eacute;ment d&eacute;fini par une fronti&egrave;re mat&eacute;rielle.||||||
B. La s&eacute;paration entre le syst&egrave;me thermodynamique et le milieu ext&eacute;rieur est obligatoirement r&eacute;elle et est appel&eacute;e “paroi” ou “enceinte”.|10. Concernant la thermodynamique, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130110|FAUX|B. Faux, la s&eacute;paration peut &ecirc;tre fictive.||||||
C. Un syst&egrave;me ouvert interagit par intermittence avec son environnement via des informations, de l'&eacute;nergie, etc...|10. Concernant la thermodynamique, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130110|FAUX|C. Faux, le syst&egrave;me ouvert interagit en permanence avec son environnement.||||||
D. Un syst&egrave;me ouvert &eacute;change de l'&eacute;nergie et de la mati&egrave;re avec le milieu ext&eacute;rieur.|10. Concernant la thermodynamique, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130110|VRAI|||||||
E. Un syst&egrave;me ferm&eacute; n'a aucun &eacute;change avec le milieu ext&eacute;rieur.|10. Concernant la thermodynamique, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130110|FAUX|E. Faux, un syst&egrave;me ferm&eacute; &eacute;change uniquement de l'&eacute;nergie avec le milieu ext&eacute;rieur, tandis qu'un syst&egrave;me isol&eacute; n'a pas d'&eacute;change avec le milieu ext&eacute;rieur.||||||
A. Il existe 3 processus d'&eacute;changes thermiques : la conduction thermique, la convection et le rayonnement.|11. Concernant la thermodynamique, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130111|VRAI|||||||
B. La chaleur est un mode de transfert d'&eacute;nergie microscopique d&eacute;sordonn&eacute;.|11. Concernant la thermodynamique, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130111|VRAI|B. Vrai, le transfert d'agitation thermique est par nature d&eacute;sordonn&eacute;.||||||
C. Le 1er principe de la thermodynamique d&eacute;finit l'irr&eacute;versibilit&eacute; des ph&eacute;nom&egrave;nes physiques.|11. Concernant la thermodynamique, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130111|FAUX|C. Faux, cela correspond au 2e principe (principe de Carnot).||||||
D. Le 2e principe dit que toute transformation r&eacute;elle entra&icirc;ne une cr&eacute;ation d'entropie S.|11. Concernant la thermodynamique, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130111|VRAI|D. Vrai, l'entropie ne peut qu'augmenter au cours d'une transformation r&eacute;elle.||||||
E. Toutes les transformations thermodynamiques r&eacute;elles sont r&eacute;versibles.|11. Concernant la thermodynamique, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130111|FAUX|E. Faux, cela correspond &agrave; un id&eacute;al. En r&eacute;alit&eacute;, toutes ces transformations sont irr&eacute;versibles.||||||
A. Selon la loi de Coulomb, 2 charges de m&ecirc;me signe se repoussent.|12. Concernant l'&eacute;lectrostatique, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130112|VRAI|A. Vrai, et 2 charges de signe oppos&eacute; s'attirent.||||||
B. La valeur absolue de l'&eacute;lectron est &eacute;gale &agrave; : q = -1,6.10^-19 C.|12. Concernant l'&eacute;lectrostatique, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130112|FAUX|B. Faux, valeur absolu <br>!q! = 1,6.10^-19 C||||||
C. Un Coulomb est la quantit&eacute; de charge &eacute;lectrique apport&eacute;e par un courant &eacute;lectrique de 1A en une seconde.|12. Concernant l'&eacute;lectrostatique, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130112|VRAI|||||||
D. Dans la loi de Coulomb, �&micro; correspond &agrave; la perm&eacute;abilit&eacute; du vide.|12. Concernant l'&eacute;lectrostatique, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130112|FAUX|D. Faux, c'est la permittivit&eacute; du vide.||||||
E. Un dip&ocirc;le &eacute;lectrique est form&eacute; de 2 charges de m&ecirc;mes valeurs absolues et de m&ecirc;mes signes.|12. Concernant l'&eacute;lectrostatique, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130112|FAUX|E. Faux, les 2 charges ont des signes contraires, assurant donc la neutralit&eacute; du dip&ocirc;le.||||||
A. Un mat&eacute;riau conducteur permet des &eacute;changes d'&eacute;nergie entre 2 syst&egrave;mes.|13. Concernant les ph&eacute;nom&egrave;nes de conduction, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130113|VRAI|||||||
B. Les phonons sont capables de freiner des &eacute;lectrons : c'est la r&eacute;sistance &eacute;lectrique.|13. Concernant les ph&eacute;nom&egrave;nes de conduction, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130113|VRAI|||||||
C. Le conducteur est en &eacute;quilibre &eacute;lectrostatique quand il est soumis &agrave; un champ &eacute;lectrique.|13. Concernant les ph&eacute;nom&egrave;nes de conduction, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130113|FAUX|C. Faux, le conducteur en &eacute;quilibre &eacute;lectrostatique n'est pas soumis &agrave; un champ &eacute;lectrique. Les porteurs de charge suivent donc un mouvement al&eacute;atoire. Si un champ &eacute;lectrique appara&icirc;t, les porteurs de charge sont ordonn&eacute;s : un courant est donc cr&eacute;&eacute;.||||||
D. Parmi les conducteurs, on trouve les m&eacute;taux, les &eacute;lectrolytes, et les plasmas.|13. Concernant les ph&eacute;nom&egrave;nes de conduction, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130113|VRAI|||||||
E. Le conducteur ohmique est un conducteur parfait.|13. Concernant les ph&eacute;nom&egrave;nes de conduction, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130113|FAUX|E. Faux, le conducteur parfait n'existe pas. Le conducteur ohmique impose une r&eacute;sistance au passage du courant.||||||
A. Dans un solide, les &eacute;lectrons peuvent prendre toutes les valeurs d'&eacute;nergie.|14. Concernant la th&eacute;orie des bandes, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130114|FAUX|A. Faux, ils ne peuvent prendre que des valeurs d'&eacute;nergie entre certains intervalles, car il existe des « bandes » d'&eacute;nergie interdites.||||||
B. Un &eacute;lectron libre a une &eacute;nergie ayant une valeur toujours positive.|14. Concernant la th&eacute;orie des bandes, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130114|VRAI|||||||
C. La bande de conduction est la derni&egrave;re bande compl&egrave;tement remplie.|14. Concernant la th&eacute;orie des bandes, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130114|FAUX|C. Faux, la derni&egrave;re bande compl&egrave;tement remplie est la bande de valence.||||||
D. L'&eacute;nergie s&eacute;parant la bande de valence et la bande de conduction est appel&eacute;e « gap ».|14. Concernant la th&eacute;orie des bandes, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130114|VRAI|||||||
E. Les &eacute;lectrons de la bande de valence ne peuvent pas contribuer au ph&eacute;nom&egrave;ne de conduction.|14. Concernant la th&eacute;orie des bandes, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130114|VRAI|E. Vrai. Les &eacute;lectrons contribuant au ph&eacute;nom&egrave;ne de conduction sont situ&eacute;s dans la bande de conduction.||||||
A. Dans un mat&eacute;riau isolant, la bande de valence et la bande de conduction sont s&eacute;par&eacute;es par un gap important.|15. Concernant la conduction, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130115|VRAI|||||||
B. Dans un mat&eacute;riau conducteur, le gap est suffisamment faible pour que les &eacute;lectrons puissent le franchir.|15. Concernant la conduction, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130115|FAUX|B. Faux, c'est la d&eacute;finition d'un mat&eacute;riau semi-conducteur. Un mat&eacute;riau conducteur a un gap inexistant.||||||
C. Dans un mat&eacute;riau conducteur, la bande de conduction est partiellement remplie.|15. Concernant la conduction, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130115|VRAI|C. Vrai, cela permet aux &eacute;lectrons de cette bande de participer au ph&eacute;nom&egrave;ne de conduction.||||||
D. A temp&eacute;rature nulle, un semi-conducteur laisse passer peu de courant.|15. Concernant la conduction, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130115|FAUX|D. Faux, &agrave; temp&eacute;rature nulle, le semi-conducteur est isolant.||||||
E. La conduction augmente avec la temp&eacute;rature.|15. Concernant la conduction, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130115|VRAI|||||||
A. Les anions se d&eacute;placent vers l'anode, n&eacute;gative.|16. Concernant la conduction dans les solutions, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130116|FAUX|A. Faux. Les anions se d&eacute;placent vers l'anode, qui est positive.||||||
B. La conductivit&eacute; molaire ionique est la facilit&eacute; avec laquelle se d&eacute;placent les ions.|16. Concernant la conduction dans les solutions, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130116|VRAI|||||||
C. La capacit&eacute; que poss&egrave;de la solution &agrave; conduire le courant est appel&eacute;e conduction.|16. Concernant la conduction dans les solutions, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130116|VRAI|||||||
D. A la cathode, il y a consommation d'&eacute;lectrons : c'est une oxydation.|16. Concernant la conduction dans les solutions, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130116|FAUX|D. Faux, la consommation d'&eacute;lectrons correspond &agrave; une r&eacute;duction.||||||
E. Pour des tensions faibles, les solutions ioniques se comportent comme des conducteurs ohmiques.|16. Concernant la conduction dans les solutions, parmi les propositions suivantes, laquelle ou lesquelles est (sont) exacte(s) :|UE3T130116|VRAI|E. Vrai, les solutions ioniques, pourtant conductrices, se comportent alors comme des conducteurs ohmiques, qui opposent une r&eacute;sistance au d&eacute;placement des ions.||||||
A. La masse d'un proton est de l'ordre d'une unit&eacute; de masse atomique|17. Concernant ces particules, indiquez la ou les propositions exactes :|UE3T130117|VRAI|A. Vrai, masse proton = 1.007uma. Cette masse est donc l&eacute;g&egrave;rement sup&eacute;rieure &agrave; une uma. En effet, l'unit&eacute; de masse atomique correspond &agrave; 1/12 de la masse d'un atome de carbone 12 (12 nucl&eacute;ons) : on pourrait s'attendre &agrave; ce que la masse d'un nucl&eacute;on soit &eacute;gale &agrave; 1uma. Mais d'apr&egrave;s la th&eacute;orie de la relativit&eacute;, la somme des poids des nucl&eacute;ons pris s&eacute;par&eacute;ment est sup&eacute;rieure au poids de l'atome form&eacute; de ces nucl&eacute;ons. Il est donc logique que la masse du proton, pris s&eacute;par&eacute;ment, soit l&eacute;g&egrave;rement sup&eacute;rieur &agrave; l'uma (le poids de l'&eacute;lectron est quant &agrave; lui n&eacute;gligeable devant les effets relativistes).||||||
B. La charge du neutron est &eacute;gale &agrave; l'oppos&eacute; de celle de l'&eacute;lectron|17. Concernant ces particules, indiquez la ou les propositions exactes :|UE3T130117|FAUX|B. Faux, un neutron a une charge nulle.||||||
C. La charge de l'&eacute;lectron vaut q = +1.6. 10^-19 C|17. Concernant ces particules, indiquez la ou les propositions exactes :|UE3T130117|FAUX|C. Faux, sa charge est n&eacute;gative||||||
D. Le neutron, isol&eacute;, est stable|17. Concernant ces particules, indiquez la ou les propositions exactes :|UE3T130117|FAUX|D. Faux, la masse (= &eacute;nergie) &eacute;tant sup&eacute;rieure &agrave; celle d'un proton + celle d'un &eacute;lectron, le neutron isol&eacute; aura tendance &agrave; se dissocier en ces deux particules||||||
E. Les positons sont des particules d'antimati&egrave;re|17. Concernant ces particules, indiquez la ou les propositions exactes :|UE3T130117|VRAI|E. Vrai, ils sont le support de la radioactivit&eacute; β+||||||
